"PERGUNTA";"IMAGEM PERGUNTA";"ALTERNATIVAS";"RESPOSTA CORRETA";"IMAGEM RESPOSTA";"CATEGORIA DA PERGUNTA";"SETOR";"RESPONSÁVEL";"DATA_HORA";"ID"
Qual foi o primeiro conceito de GD&T que surgiu em meados na decada de 40?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 169.jpg;"Tolerancia de posição;Tolerancia de forma;Simbologia;Tolerancia dimensional";Tolerancia de posição;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 11:05:22.000;167
Quais das opções representa erro de forma?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 169.jpg;"Angularidade;Coaxialidade;Simetria;Circularidade";Circularidade;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 11:06:39.000;168
Qual a principal função do desenho técnico?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 171.jpg;"Somente é um documento para acompanhar a ordem de produção;É um documento obrigatório exigido pela norma ISO 17025;Documento que fornece com exatidão as caracteristicas para a construção de uma peça";Documento que fornece com exatidão as caracteristicas para a construção de uma peça;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 11:09:53.000;169
"O tipo de linha ""tracejada"" quando colocada em um desenho o que está representando?";\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 172.jpg;"Contornos e arestas não visiveis;Encurtamento de vista;Plano de corte;Hachuras";Contornos e arestas não visiveis;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 11:12:10.000;170
Referente ao PROC.023, para um processo de calibração externa de um DMM, assinale a(s) alternativa(s) correta(s) para avaliação do critério de aceitação;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 173.jpg;"Resultado de medição + Incerteza;Erro de Medição + Incerteza;Atender a tolerância do desenho";Erro de Medição + Incerteza;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 13:46:24.000;171
"De acordo com o PROC.124, marque o conceito correto de ""Reconciliação"" do LIRS";\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 174jpg.jpg;"Comparação entre a quantidade teórica com a real;Separação física dos lotes de forma a prevenir contato entre estes;Processo que condiz com a limpeza de linha";Comparação entre a quantidade teórica com a real;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 13:50:32.000;172
De acordo com a IT.MTR.023.001, quais outras informações são importantes e precisam conter no certificado de calibração além do resultado de calibração;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"Identificação do DMM, data de calibração, data de vencimento da calibração;Identificação do DMM, data de calibração, nome e endereço do laboratório que executou a calibração;Data de calibração, data de vencimento da calibração, critérios de aceitação estipulados pelo laboratório";Identificação do DMM, data de calibração, nome e endereço do laboratório que executou a calibração;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 13:51:52.000;173
Na compra de um instrumento novo, qual a área responsável por definir faixas de calibração e critério de aceitação deste novo equipamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 176.jpg;"Metrologia;Laboratório de Calibração;Area responsável pela utilização do instrumento";Area responsável pela utilização do instrumento;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 13:55:03.000;174
Quando realizamos a medição de uma amostra na MMC ZEISS CALYPSO, na maioria das vezes selecionamos o modo ALINHAMENTO MANUAL. Qual a finalidade de fazermos um alinhamento manual antes de realizarmos a medição da amostra?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\03\ID 177.jpg;"É necessário para que possamos realizar a medição mais rápida;Necessita realizar o alinhamento manual para garantirmos a medida da amostra;Precisamos identificar para a máquina onde estará posicionada a peça.";Precisamos identificar para a máquina onde estará posicionada a peça.;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Daniele Mazanek - u107074;2024-03-01 14:56:47.000;175
Avaliando o relatório de calibração diário das máquinas tridimensionais ZEISS, podemos afirmar que o valor do Sigma da ponta Master Probe que foi orientado a trabalhar pela ZEISS e nossa Metrologia tem seguido esse critério esse valor pode ser igual ou menor que? (sabendo que se for maior o resultado temos que realizar a requalificação da Master Probe novamente até atingir o valor.);\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\03\zeiss-accessories.jpg;"0,0004;0,0005;0,0007";"0,0004";-;TREINAMENTO_METRO;"PROVA 02_MTG;";Daniele Mazanek - u107074;2024-03-01 15:07:52.000;176
Cite a resposta correta dos conjuntos que são definidos como Ferramentas de Qualidade.;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 181.jpg;"Fluxograma, 5 Porquês e Calibração de DMM;Carta de Controle, Instrumentos de medição e Fluxograma;Diagrama de Ishikawa, Carta de Controle e Diagrama de Pareto";Diagrama de Ishikawa, Carta de Controle e Diagrama de Pareto;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 14:00:35.000;177
"Na tabela apresentada abaixo, para obter os resultados da coluna ""D"" de forma mais otimizada, qual função posso utilizar nesta coluna?";\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 182.jpg;"PROCV;TEXTO;SE";SE;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 14:01:08.000;178
A Sonda SATELITE está carregada no cabeçote da máquina, porém após um fim de curso o semáforo foi para o vermelho e apareceu a mensagem na configuração da sonda NOT_DEFINED, o que devemos fazer nessa situação?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\03\ID 181.1.jpg;"Desligar a máquina completamente, ela voltará ao normal.;Habilitar o sinal no semáforo para verde e continuar normalmente a atividade.;Habilitar o sinal no semáforo para verde e identificar no software que a máquina está com a sonda Satelite.";Habilitar o sinal no semáforo para verde e identificar no software que a máquina está com a sonda Satelite.;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Daniele Mazanek - u107074;2024-03-01 15:00:13.000;179
A máquina tridimensional MMC trabalha os eixos em quais sentidos?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID182.jpg;"A, B e C;X, Y e Z;I, II e III";X, Y e Z;-;TREINAMENTO_METRO;"PROVA 02_MTG;";Rafael Choma - u114409;2024-02-20 14:10:59.000;180
Em qual situação o DMM pode ser desativado no sistema sem a evidência do documento Memorando? Considerando que o equipamento estava em uso.;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"Reprovação de calibração;Dano estrutural e/ou quebra;Aprovação Condicional";Dano estrutural e/ou quebra;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:36:17.000;181
Conforme IT.MTR.034.001, para medições de rotina, após quantas medições consecutivas com resultado NOK, deve ser enviado um e-mail para a produção comunicando a situação dos itens?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"1;2;3";"3";-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:37:04.000;182
Caso seja identificado uma não conformidade em um DMM, por exemplo, calibração está reprovada e o equipamento foi utilizado em várias Ordens de Produção, qual a área responsável para avaliação da abertura de um RO e sua tratativa?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"Controle de Qualidade;Conformidade de Produto;Metrologia";Conformidade de Produto;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:37:56.000;183
"Qual área é responsável por assegurar que os conceitos do LIRS estão sendo aplicados?
";\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\mtr.JPG;"Controle de Qualidade;Gestão da Qualidade;Todas as áreas envolvidas";Todas as áreas envolvidas;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:38:45.000;184
Para as áreas de apoio, como, LIM, Engenharia e Conformidade de Produto, as solicitações de medição de peça/dispositivo a Metrologia devem ser feitas utilizando qual ferramenta?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"As solicitações devem ser feitas via e-mail;As solicitações devem ser feitas via SE Suite, pelo fluxo CEC Helpdesk;As solicitações devem ser feitas diretamente na Metrologia pessoalmente";As solicitações devem ser feitas via SE Suite, pelo fluxo CEC Helpdesk;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:39:35.000;185
Levando em consideração a medição de um implante CM na Máquina Tridimensional ZEISS. Quais os elementos usados no Alinhamento DCC do programa desse item?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 177.jpg;"Ponto, Círculo, Linha de Rotação;Alinhamento Manual, Círculo, Nivelamento;Plano, Círculo, Linha de Rotação";Plano, Círculo, Linha de Rotação;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:40:06.000;186
Quando se executa um programa para medir uma peça, nas máquinas Tridimensionais ZEISS, o alinhamento manual é importante para qual função?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 177.jpg;"Trocar de configuração;Localizar a peça;Extrair um Elemento";Localizar a peça;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:40:44.000;187
A máquina de visão KEYENCE trabalha com os eixos em quais sentidos?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\mtr1.jpg;"A e B;X e Y;1 e 2";X e Y;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:41:19.000;188
Qual o tipo de medição é realizado pela máquina Keyence LM?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\mtr1.jpg;"Medição por visão;Medição por apalpação;Medição por laser";Medição por visão;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:41:54.000;189
De acordo com a IT.MTR.023.001, identifique quais as informações mínimas é necessário conter no relatório de calibração interna.;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\02\ID 175.jpg;"Matrícula do Responsável, Identificação do DMM, Data da Calibração;Matrícula do Responsável, Nome e endereço de onde está sendo realizado a calibração, Data da Calibração;Planta, Matrícula do Responsável, Identificação do DMM";Matrícula do Responsável, Identificação do DMM, Data da Calibração;-;TREINAMENTO_METRO;"PROVA 03_MTG;";Rafael Choma - u114409;2024-02-27 08:46:52.000;190
Quais documentos temos na nossa área?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\1ª semana.jpg;"IT;PROC;LUP;FORM;Todos, exceto a opção 3 ";Todos, exceto a opção 3 ;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 08:18:18.000;191
Qual o nome da região indicada na figura abaixo;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\vestibular.jpg;"Incisal;Vestibular;Oclusal;Lingual;Nenhuma das alternativas";Vestibular;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 08:22:06.000;192
Qual o nome da região indicada na figura abaixo;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\lingual.jpg;"Oclusal;Vestibular;Incisal;Nenhuma das alternativas;Lingual";Lingual;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 08:25:37.000;193
Qual o nome da região incicada na figura abaixo;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\oclusal.jpg;"Incisal;Vestibular;Oclusal;Lingual;Nenhuma das alternativas";Oclusal;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 08:28:35.000;194
Qual materia-prima é utilizada para a produção de alinhadores?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\dentes 1.jpg;"Isoplast;Biocryl;Zendura;Zendura Track";Zendura;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 10:55:31.000;195
Qual matéria-prima é utilizada para a produção de retainers?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\dentes 1.jpg;"Zendura;Zendura Track;Isoplast;Biocryl;Nenhuma das alternativas";Isoplast;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 10:55:42.000;196
Qual a nomenclatura do dente 1?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\nomenclatura dos dentes.jpg;"Incisivo central;Incisivo lateral;3º molar;Pré-molar";Incisivo central;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:24:55.000;197
Qual a nomenclatura do dente 2?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\nomenclatura dos dentes.jpg;"Pré-molar;2º molar;Incisivo lateral;Canino";Incisivo lateral;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:25:23.000;198
Qual a nomenclatura do dente 4?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\nomenclatura dos dentes.jpg;"Pré-molar;Canino;1º molar;Incisivo lateral";Pré-molar;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:25:49.000;199
Qual a nomeclatura do dente 7?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\nomenclatura dos dentes.jpg;"Pré-molar;Canino;Incisivo central;2º molar";"2º molar";-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:26:05.000;200
O que fazer quando encontrar uma peça com defeito dentro do spot no parking lot enquanto estiver fazendo auditoria no caso ou conferencia do plano de tratamento? ;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\parking lot.jpg;"Fazer o unparking da peça no sistema;Fazer o refugo da peça no sistema;Descartar a peça no lixo;As alternativas 1, 2 e 3 estão corretas;Nenhuma das alternativas estão corretas";As alternativas 1, 2 e 3 estão corretas;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:19:40.000;201
Quando a peça esta alocada no Parking lot, ela está em qual status?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\status.jpg;"Status 280;Status 880;Status 392;Status 725;Status 225";Status 725;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:40:56.000;202
Qual o codigo do material utilizado para realizar o apontamento da inspeção final de casos smilink? ;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\IF.jpg;"301.098_393315;267.56_58XXK2;704462_HJJ71;7978442_JJH71";"704462_HJJ71";-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:28:13.000;203
Qual o codigo do material utilizado para realizar o apontamento da inspeção final de casos ClearCorrect?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\IF.jpg;"301.098_393315;267.56_58XXK2;704462_HJJ71;7978442_JJH71";"301.098_393315";-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:29:49.000;204
Esta correta a seguinte alternativa:;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\area prod clear.jpg;"Chiron - utilizada para fazer termoformagem dos alinhadores;Impressora 3D - fazer a gravação dos alinhadores;Laser - fazer o recorte dos alinhadores;Hamer - fazer a termoformagem manual dos alinhadores;Tambor - fazer o polimento dos alinhadores";Tambor - fazer o polimento dos alinhadores;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:37:13.000;205
Esta correta a seguinte alternativa:;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\area prod clear.jpg;"Chiron - utilizada para recorte automatico das peças;Hamer - utilizada para termoformagem automática das peças;Impressora 3D - utilizada para impressão dos modelos;Tambor - utilizado para o polimento dos alinhadores;Todas as alternativas estão corretas";Todas as alternativas estão corretas;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:40:18.000;206
A arcada dentária é dividida em quantas partes?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\arcada.jpg;"Nenhuma;Em quatro partes;Em duas partes";Em quatro partes;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:42:57.000;207
Qual sistema é utilizado para rastreabilidade de processo na ClearCorrect?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\status.jpg;"SAP;CAMDB;DOO;ClearComm";CAMDB;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:44:57.000;208
Qual página usamos para realizar o refugo das peças?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\tela camdb.jpg;"GroupOverview;Parking Monitoring;Universal Status Changer;Nenhuma das alternativas";Universal Status Changer;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:46:45.000;209
Qual a média mínima para que a impressora esteja aprovada após o escaneamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\escaneamento.jpg;"74%;80%;75%;60%;Todas as alternativas";"0,74";-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:49:06.000;210
Em qual formativo devemos extrair o arquivo após escaneamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\escaneamento.jpg;"JPG;PDF;STL;Word";STL;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:50:19.000;211
Quantas peças são utilizadas para fazer o escaneamento da impressora do dia?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\grid impressora.jpg;"Fazer o escaneamento de todas as peças do grid;Escolher as 5 melhores peças da grid;Fazer o escaneamento de apenas uma peça do grid;Fazer o escaneamento das peças 1, 5 e 9 do grid";Fazer o escaneamento das peças 1, 5 e 9 do grid;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 11:54:28.000;212
O que são dentes decíduos?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\dentes.jpg;"Dentes permanentes;Dentes de leite;Dentes da arcada inferior;Dentes da arcada superior";Dentes de leite;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:27:08.000;213
Quando enviar a Patient Box para o cliente?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\patient box.jpg;"Em casos de 1ª fase;Em casos de retainers no inicio do plano de tratamento;Em casos de fase 2, 3 e 4;Em caso de reposição de passos de algum caso ;Apenas as alternativas 1 e 2";Apenas as alternativas 1 e 2;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:11:41.000;214
Após o escaneamento das peças da impressora do dia, o que deve ser realizado?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\grid impressora.jpg;"Realizar o preenchimento do formulário FORM.CQ.101.014 e avisar a produção sobre o resultado;Apenas avisar o pessoal de produção sobre o resultado;Nenhuma das alternativas";Realizar o preenchimento do formulário FORM.CQ.101.014 e avisar a produção sobre o resultado;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:15:49.000;215
O que fazer quando a impressora é reprovada após o escaneamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\grid impressora.jpg;"Preencher o formulário FORM.CQ.101.014;Enviar um e-mail com o resultado para as lideranças de produção e controle de qualidade;Avisar os operadores das impressoras sobre a reprovação;Todas as alternativas";Todas as alternativas;-;TREINAMENTO_CLEAR;"PROVA 01_CLEAR;";Caroline Souza - u129773;2024-04-11 12:19:15.000;216
Qual o nome da região indicada na figura abaixo;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\incisal.jpg;"Incisal;Vestibular;Oclusal;Lingual;Nenhuma das alternativas";Incisal;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:23:55.000;217
